2024-01-17 16:23:03,717 INFO    StreamThr :3648109 [internal.py:wandb_internal():86] W&B internal server running at pid: 3648109, started at: 2024-01-17 16:23:03.716872
2024-01-17 16:23:03,718 DEBUG   HandlerThread:3648109 [handler.py:handle_request():146] handle_request: status
2024-01-17 16:23:03,721 INFO    WriterThread:3648109 [datastore.py:open_for_write():87] open: /home/pupil/rmf3mc/Documents/ModelProposing/MGANet/FinalTouches/wandb/run-20240117_162303-asq90m66/run-asq90m66.wandb
2024-01-17 16:23:03,721 DEBUG   SenderThread:3648109 [sender.py:send():382] send: header
2024-01-17 16:23:03,723 DEBUG   SenderThread:3648109 [sender.py:send():382] send: run
2024-01-17 16:23:03,912 INFO    SenderThread:3648109 [dir_watcher.py:__init__():211] watching files in: /home/pupil/rmf3mc/Documents/ModelProposing/MGANet/FinalTouches/wandb/run-20240117_162303-asq90m66/files
2024-01-17 16:23:03,912 INFO    SenderThread:3648109 [sender.py:_start_run_threads():1136] run started: asq90m66 with start time 1705530183.71696
2024-01-17 16:23:03,916 DEBUG   HandlerThread:3648109 [handler.py:handle_request():146] handle_request: check_version
2024-01-17 16:23:03,916 DEBUG   SenderThread:3648109 [sender.py:send_request():409] send_request: check_version
2024-01-17 16:23:03,994 DEBUG   HandlerThread:3648109 [handler.py:handle_request():146] handle_request: run_start
2024-01-17 16:23:03,999 DEBUG   HandlerThread:3648109 [system_info.py:__init__():27] System info init
2024-01-17 16:23:03,999 DEBUG   HandlerThread:3648109 [system_info.py:__init__():42] System info init done
2024-01-17 16:23:03,999 INFO    HandlerThread:3648109 [system_monitor.py:start():194] Starting system monitor
2024-01-17 16:23:03,999 INFO    SystemMonitor:3648109 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-01-17 16:23:03,999 INFO    HandlerThread:3648109 [system_monitor.py:probe():214] Collecting system info
2024-01-17 16:23:03,999 INFO    SystemMonitor:3648109 [interfaces.py:start():190] Started cpu monitoring
2024-01-17 16:23:04,000 INFO    SystemMonitor:3648109 [interfaces.py:start():190] Started disk monitoring
